comment_cleaned,label
بد سرد بدبو خشک چیزبرگر درخواست بودم حالیکه خبری پنیر,1
ساندویچ مرغ فرانسوی سفارش دادم گرم کیفیت قبولی,0
سلام خسته نباشین توضیحات خواسته بودم تحویل پیک کیسههای پلاستیکی سفارش داخلشه گره بزنن رعایت نشده کیفیت محصولات,1
اصلا شبیه عکسش پیمون لایه ژامبون نظرم قیمت نمیارزه خوشمزش,0
درود فراوان مدیریت سرآشپز دیگی تنوری تشکر مینمایم غذا دیگی تنوری خوشمزه بنده بابت نبودن مخلفات همراه غذا متاثر شدم قطعا میبود غذا خوشمزهتر میگردید,0
صابون آنتی باکتریال دتول بسته تشکر پیک اسنپ فود,0
بوی زهم مرغ نشده,0
سس کارامل بودم ارسال نشده لطفا پیگیری,0
خمیر نونش اندازه خشک مزه مونده میداد,1
پشتیبانی اسنپ فود ارسال رستوران تاخیر,0
مرسی,0
سیبزمینی خلاف تازه,0
شیرینیها بخصوص رولت خشک مونده,1
یه شیرینی سفارش بودم شیرینی مخلوط برام فرستادن کلا لطیفه رولت دوست ندارم,1
سیب زمینیها خام عجیب قبلا سابقه نداشت سوپ جو معمولی سوخاری خوشمزه نان سیر فرستاده واقعا خوشمزه ممنون,0
کیفیت,0
ضعف کیفیت غذا ادوات کمغذا سس پیتزا,1
قسمتهایی استیک پیتزا خام مزه سیر نمیداد,0
معمولا غذا سفارش میدیم کیفیت داره تخفیف هستش سفارش دادیم کیفیت پایین اولا مقدارش کمتر وقتهای معمولیه سیب زمینیها گرم سبزیجات قارچ بیمزه,1
سلام فاصلهای کمتر کوچه مجموعه ساعت کشید ارسال سفارش کیفیت مغزجات کار رفته ویتامینه شدت افت قابلمقایسه دفعات قبلی اگه اینجوری بره مشتریها تون دست میدین,1
نون بربری نون لواش کهنه فرستاده طعم املت,1
پیتزا مرغ سوخاری متوسط,0
کیفیتترین بد مزهترین بدترین پیتزایی تابحال خوردم درواقع نتونستم تیکهاش بخورم بد,1
نوشابه شیشه سفارش دادم قوطی اوردن ماست کوچیک هست,1
آبمیوه داخل کیسه حمل نقل ریخته بسته نامناسبی,1
پیتزای گوشت کالباس حجیم,1
سوپر مارکت بدی توصیه میکنم سفارش نگذارید,1
قورمه سبزی کباب تابه پلو نپخته خوردن چطوری تونستن غذا ارسال کنن,1
چرب بیمزه چرب بیمزه چرب چرب چرب پنیر طعم,1
سس تندی غذا زده,0
قیمه بادمجان قورمه سبزی فرستاده بودین,1
کنسرو لوبیا قارچ سفارش دادم کنسرو لوبیای معمولی فرستادین کاش اگه نداشتین نمیذاشتین,1
سس مخصوص نداشت سالاد تازه بخاطر نداشتن سس ساندویچ خشک,0
کاهو فرانسویها ریحانها بیات یخزده,1
نخواسته بودم نان تیکه تیکه اینکار روکردید نان خواسته بودم ظاهر امیدوارم واقعا باشه روزیتون حلال باشه,0
قیمتش مقدار غذا واقعا بد مزه پیک آدرس اشتباه ساعت کشید غذا یخ,1
رستورانی کیفیتش نهتنها نشده,0
غذا سرد سرد مجبور شدیم ماکروفر گرم,1
کیفیت چیزبرگر پایین سیب زمینیها کهنه بوی روغن میداد,1
باورم نمیشه واسه حجم ساندویچ بندری هزار تومن اولش اشتباهی همبرگر آوردن ظاهر بسته همبرگر کوچیک خداروشکر یه رستوران دیگه ساعت کارش دقیقه فرصت یه دیگه سفارش بدم وگرنه دیشب گشنه میموندم,1
شیرینی ناتلی شیرینیها درست تحویل متأسفانه اسنپ انگار شیرینیها گردونده بدترین شکل توی جعبه چیده آبروی جلوی میزبانی منزلش دعوت بودم برد,1
سرکار سفارش میدیم دوره بهمون,0
ماشروم برگر معمولی سالاد کلم قیمت تومان موقعی دیدم سالاد خندم میکروسالاد کلم ایشون,1
بارون دیر نرسید ممنون زحمتاتون,0
گوجهفرنگی مبلغش حسابشده سفارشی دسم,0
غذا سرد کیفیت پایینی,1
بینهایت ممنونم پیک درجه,0
سلام باقالیها سفت ذوق میزد خلاصه آبروی جلوی میهمان هایمان نظرم شایسته مدیریت رستوران ارسال غذا لااقل جهت اطمینان کیفیت تیست نمایند باتشکر,1
سرعت تحویل,0
ساعت نیم غذا کشید بودم قاشق چنگال گذاشته دومین باریه قاشق چنگال نمیذارید نتونستم غذا بخورم پیک شارژ نداشت زنگ بزنه دلیل اومده تقصیر گردن مشتری میندازید,1
تایم داغ خوشمزه,0
سالاد سزار خوشمزه مقدار پنیر,0
اگه خوراک سفارش میدین حتما زنگ بزنین بگین نون بفرسته فراموش میکنن اگه سفارش باشی کیفیت غذاش معمولی,1
پیتزا مرغ باربیکیو مرغ اصلا گریل بوی بد مرغ میداد شدیدا قارچش بوی خامی میداد پنیر نون خوردیم,1
رستوران ساعت کشید غذا تحویل,0
سالاد نکته اینه حجم کاهو کلم پیچ مقایسه مواد شکل مشخصی نامتناسب زیاده اماتر تازه خوشمزه روگنان کرانچیک همکارم سفارش علیرغم ایشون اصولا خوشاشتها میگفتند واقعا نفر زیاده خلاصه توصیه خوشمزه میتونید نفره سفارش بدید,0
واقعا محصولات تاریخ روز توجه سوپرمارکت اسنپ فود راضی بودم,0
سفارش نک گرم دادم برام نمک فرستادن,1
دنت کلا نیاورده ایس مانکی طعم اشتباه گزاشته,1
HAPPY,0
پیتزا کمحجم پیک بجای دقیقه دقیقهای پیتزا اورد ایشون ممنونم پیتزا سرد اشکال برمیگرده رستوران رستوران سیب بعیده خانواده مشتری همیشگی متاسفم اینقدر کیفیت غذای ارائهشده کاسته,1
راضی بودم زود سفارشم سفارشم ممنون,0
مرغ شدت بد بو سیبزمینی سوخاری سرخ داخل نمک فرو برده شور دفعه آخری ک سفارش دادم,1
میلک شیک خوشمزگی ندیده بودم شپاس مدیر رستورع,0
قارچها نپخته مزه جالبی نداشت,1
ساعت کشید ارسال بشه کیفیتش واقعا بد مواد استفادهشده سوسیس کالباس بیکیفیت سوسیسها تقریبا خام نون خمیر خلاصه معنی واقعی کلمه بیخود ترجیح میدم لغت دیگه ایی کار ببرم حجم کیفیت خبری پول ریختن خلاصه,1
سلام دستتون درد نکنه,0
مرغ پیتزا سوخته اثری مزه سس الفردو د پیتزا نداشت قطعا اخرین سفارش غذا دادم,1
لپهها نپخته گوشت طعم نداشت,1
ممنون غذای بودهیچ مشکلی ت غذا,0
برنج غذای پرسی خام,1
مشتری درجشده بنده اسمم خانم هستم ممنون,0
نوشابه زیرو نخواسته بودم معمولی سفارش بودم درست چی خودتون دوست دارید بفرستید,1
سفارش مجموعه اجناس سوپرمارکت ناقص چیزهایی ماست کمچرب آبمعدنی دلستر لیمویی موجود بنظر میرسد سوپرمارکتی,1
کیک تازه موقع تشکر,0
همهی اجناسم دفعه دقیق تازه باکیفیت زود بدستم ممنون,0
فوقالعاده تمیز سر وقت,0
پیک نیاورد غذا,1
ساندویچ خوشمزه مواد داخل اندازه یکم چرب سپاس گاردن گریل,0
نمک خوش نمک,1
جعبه پنیر مثلثی لهشده تخم مرغها وسط بسته تلاونگ شکسته,1
تاخیر همیشگیه واقعا بده غذا ساعت برسه اونم سرد دفعه دیگه غذا میگردونم,1
شیرینی توی سینی دمر اصلا برداشتن وجودش نداشت عددذکر آوردن اندازش بزرگتر اونی ک سفارش دادم آبرو جلوی مهمان هام,1
دیس میوه واقعا بیکیفیت حجم میوه کمتر مقدار ذکر زدن میوه استوایی همش نارنگی پرتغال کیوی اصلا توصیه نمیکنم,1
ساندویچ نون خیلیی موادش,1
بدمزه اسم پیتزا گوشت کالباس یه سس بد مزه,1
نان فوقالعاده خوشمزه ایی,0
غذا سرد بدستم مواد تشکیلدهنده بیکیفیت اصلا راضی نبودم,1
غذا اماای کاش بسته هاتداگ پلاستیکی توجه داغ غذا مضر,0
قارچ اضافه فرستاده نشد پیتزا کیفیت نداشت,1
لوبیا پلو غرق روغن همراه تکه گوشت سوخته سیاه,1
ساندویچ چربو روغنی پنیر پیتزا بیکیفیت,1
شکلات کیفیت آسیاب مقدار شیک استفاده مجموع مطلوب,1
بستنی معجون مگه چاییه هل دارچین اصلا نمیشد خورد,1
واقعا کیفیت حجم سرعت ارسال,0
شیرینیها ارسال نکردن,1
چلو کباب کوبیدهاش اصلا,1
کیفیت گوشت برگر پایین اصلا گوشت,1
بسته تون قطعا میتونه شکیلتر باشه سادگی تنوع ساندویچ هاتون ساندویچ مرغتون پنیر کاش مثلا یه ساندویچ دیگه بزنید مرغ باشه پنیر یه سس کمچرب براش درست مثلا کاش یه غذایی داشتید فیله مرغ سیبزمینی سرخکرده پوره همراه سری مزههای همون کرنبری بادامی دارید,1
